position,track_name,artist,streams,top_week,top_year,top_month,top_first_day,valence,release_year,release_month,release_day
30,Him & I,G-Eazy,3893355,8,2018,2,16,0.191,2017,11,30
31,Big Shot,Kendrick Lamar,3824438,8,2018,2,16,0.284,2018,0,0
32,MotorSport,Migos,3808811,8,2018,2,16,0.188,2018,10,30
33,Let Me Go,Hailee Steinfeld,3794512,8,2018,2,16,0.742,2017,9,8
34,HUMBLE.,Kendrick Lamar,3783335,8,2018,2,16,0.421,2017,3,30
35,Let You Down,NF,3781617,8,2018,2,16,0.464,2017,9,14
36,Nowadays,Lil Skies,3769454,8,2018,2,16,0.46,2017,12,17
37,Plain Jane,A$AP Ferg,3745224,8,2018,2,16,0.52,2017,6,13
38,Candy Paint,Post Malone,3694473,8,2018,2,16,0.381,2018,10,20
39,Bank Account,21 Savage,3621821,8,2018,2,16,0.376,2017,8,8
40,Congratulations,Post Malone,3579352,8,2018,2,16,0.492,2016,0,0
41,New Freezer,Rich The Kid,3514493,8,2018,2,16,0.575,2018,9,26
42,River,Eminem,3480160,8,2018,2,16,0.659,2017,12,15
45,Bounce Out With That,YBN Nahmir,3459220,8,2018,2,16,0.381,2018,0,0
46,Walk It Talk It,Migos,3419780,8,2018,2,16,0.395,2018,0,0
47,These Days,Rudimental,3356383,8,2018,2,16,0.55,2018,0,0
48,Perfect,Ed Sheeran,3337903,8,2018,2,16,0.168,2017,9,26
49,Codeine Dreaming,Kodak Black,3313690,8,2018,2,16,0.574,2017,11,24
50,Sick Boy,The Chainsmokers,3223526,8,2018,2,16,0.454,2018,0,0
51,Capital Letters,Hailee Steinfeld,3109732,8,2018,2,16,0.459,2018,0,0
52,New Rules,Dua Lipa,2907855,8,2018,2,16,0.608,2017,7,15
53,Location,Khalid,2878599,8,2018,2,16,0.326,2017,1,26
54,I Get the Bag,Gucci Mane,2868746,8,2018,2,16,0.425,2017,8,18
57,Roll In Peace,Kodak Black,2850999,8,2018,2,16,0.363,2017,11,7
58,Heaven,Julia Michaels,2845693,8,2018,2,16,0.245,2018,0,0
59,Wanted You,NAV,2823597,8,2018,2,16,0.623,2018,11,3
60,1-800-273-8255,Logic,2812277,8,2018,2,16,0.357,2017,4,27
63,goosebumps,Travis Scott,2756139,8,2018,2,16,0.442,2016,0,0
64,Jocelyn Flores,XXXTENTACION,2731005,8,2018,2,16,0.437,2017,10,31
65,Red Roses,Lil Skies,2703538,8,2018,2,16,0.456,2017,6,25
66,Thunder,Imagine Dragons,2671681,8,2018,2,16,0.288,2017,4,27
67,Wolves,Selena Gomez,2671311,8,2018,2,16,0.306,2017,10,25
68,Rewrite The Stars,Zac Efron,2659681,8,2018,2,16,0.284,2017,7,20
69,Too Good At Goodbyes,Sam Smith,2588143,8,2018,2,16,0.476,2017,9,8
70,Unforgettable,French Montana,2584147,8,2018,2,16,0.733,2017,4,7
71,Silence,Marshmello,2579238,8,2018,2,16,0.286,2017,8,11
72,Fuck Love,XXXTENTACION,2572778,8,2018,2,16,0.329,2017,1,23
77,Rubbin off the Paint,YBN Nahmir,2424028,8,2018,2,16,0.56,2018,0,0
78,This Is Me,Keala Settle,2393943,8,2018,2,16,0.1,2017,12,8
81,Sorry Not Sorry,Demi Lovato,2310171,8,2018,2,16,0.887,2017,7,11
82,Tell Me You Love Me,Demi Lovato,2278712,8,2018,2,16,0.26,2017,11,14
83,Bad At Love,Halsey,2258370,8,2018,2,16,0.612,2017,8,22
84,KEKE,6ix9ine,2241086,8,2018,2,16,0.469,2018,0,0
85,Drowning,A Boogie Wit da Hoodie,2234923,8,2018,2,16,0.814,2017,3,10
86,Notice Me,Migos,2229096,8,2018,2,16,0.45,2018,0,0
87,Plug Walk,Rich The Kid,2194527,8,2018,2,16,0.158,2018,0,0
88,Moon River,Frank Ocean,2176881,8,2018,2,16,0.0937,2018,0,0
89,I Miss You,Clean Bandit,2174749,8,2018,2,16,0.369,2018,10,27
90,Dura,Daddy Yankee,2171575,8,2018,2,16,0.839,2018,0,0
91,Shape of You,Ed Sheeran,2148764,8,2018,2,16,0.931,2017,1,6
94,Slippery,Migos,2108185,8,2018,2,16,0.741,2017,5,16
95,Redbone,Childish Gambino,2095384,8,2018,2,16,0.572,2016,0,0
98,Believer,Imagine Dragons,2040856,8,2018,2,16,0.666,2017,2,1
99,Go Flex,Post Malone,2039255,8,2018,2,16,0.127,2016,0,0
100,Amorfoda,Bad Bunny,2024604,8,2018,2,16,0.307,2018,0,0
103,GUMMO,6ix9ine,1957142,8,2018,2,16,0.635,2018,9,24
106,BBO,Migos,1925111,8,2018,2,16,0.471,2018,0,0
107,Passionfruit,Drake,1919461,8,2018,2,16,0.364,2017,3,28
110,Ice Tray,Quality Control,1856963,8,2018,2,16,0.222,2017,12,10
111,Marry Me,Thomas Rhett,1851617,8,2018,2,16,0.474,2017,11,20
112,The Weekend - Funk Wav Remix,SZA,1844048,8,2018,2,16,0.667,2017,12,15
113,Say You Won't Let Go,James Arthur,1826457,8,2018,2,16,0.494,2016,0,0
114,White Iverson,Post Malone,1803598,8,2018,2,16,0.309,2016,0,0
115,Wait,Maroon 5,1776207,8,2018,2,16,0.452,2018,1,16
116,Losin Control,Russ,1775919,8,2018,2,16,0.209,2017,11,9
117,Sauce It Up,Lil Uzi Vert,1771918,8,2018,2,16,0.131,2017,8,25
118,Body Like A Back Road,Sam Hunt,1768684,8,2018,2,16,0.661,2017,2,2
119,Mask Off,Future,1763744,8,2018,2,16,0.281,2017,4,18
120,Rake It Up,Yo Gotti,1745735,8,2018,2,16,0.53,2017,6,1
121,You Make It Easy,Jason Aldean,1738628,8,2018,2,16,0.406,2018,0,0
122,Bounce Back,Big Sean,1735311,8,2018,2,16,0.273,2017,10,31
123,It's A Vibe,2 Chainz,1699295,8,2018,2,16,0.525,2017,3,14
124,No Role Modelz,J. Cole,1695858,8,2018,2,16,0.463,2014,0,0
125,Magnolia,Playboi Carti,1692726,8,2018,2,16,0.443,2017,4,14
126,Heaven,Kane Brown,1688278,8,2018,2,16,0.521,2017,0,0
127,Everybody Dies In Their Nightmares,XXXTENTACION,1683933,8,2018,2,16,0.689,2017,8,25
128,I Like Me Better,Lauv,1683352,8,2018,2,16,0.419,2018,5,19
129,One Dance,Drake,1675061,8,2018,2,16,0.37,2016,0,0
130,Crew,GoldLink,1673186,8,2018,2,16,0.445,2017,0,0
133,That's What I Like,Bruno Mars,1643806,8,2018,2,16,0.86,2016,0,0
134,Ghostface Killers,21 Savage,1638944,8,2018,2,16,0.243,2017,10,31
137,Relationship,Young Thug,1624480,8,2018,2,16,0.298,2017,6,16
138,Fake Love,Drake,1624196,8,2018,2,16,0.613,2017,10,29
139,How Long,Charlie Puth,1620380,8,2018,2,16,0.811,2018,10,5
140,Outside Today,YoungBoy Never Broke Again,1613842,8,2018,2,16,0.0585,2018,0,0
141,Unforgettable,Thomas Rhett,1591462,8,2018,2,16,0.828,2017,4,7
142,Sober Up,AJR,1590382,8,2018,2,16,0.772,2017,0,0
145,Strip That Down,Liam Payne,1562401,8,2018,2,16,0.542,2017,5,19
146,Attention,Charlie Puth,1561008,8,2018,2,16,0.797,2018,4,21
147,Yours,Russell Dickerson,1556485,8,2018,2,16,0.558,2017,7,23
148,What Ifs,Kane Brown,1549702,8,2018,2,16,0.687,2016,0,0
149,do re mi,blackbear,1545338,8,2018,2,16,0.17,2017,3,17
150,The Greatest Show,Hugh Jackman,1532678,8,2018,2,16,0.4,2017,12,8
151,Icon,Jaden,1527148,8,2018,2,16,0.49,2017,0,0
152,My My My!,Troye Sivan,1519720,8,2018,2,16,0.482,2018,0,0
153,Lust,Lil Skies,1517550,8,2018,2,16,0.519,2017,0,0
158,Closer,The Chainsmokers,1498301,8,2018,2,16,0.661,2016,0,0
159,Love Scars,Trippie Redd,1497846,8,2018,2,16,0.26,2017,5,26
160,Perfect Duet,Ed Sheeran,1494398,8,2018,2,16,0.356,2017,12,1
161,Wait,Maroon 5,1492505,8,2018,2,16,0.452,2018,1,16
162,Tunnel Vision,Kodak Black,1483736,8,2018,2,16,0.231,2017,2,16
165,Praying,Kesha,1468212,8,2018,2,16,0.319,2017,7,6
166,The Race,Tay-K,1465642,8,2018,2,16,0.352,2017,6,30
167,Die For You,The Weeknd,1464968,8,2018,2,16,0.51,2016,0,0
168,Portland,Drake,1455240,8,2018,2,16,0.35,2017,5,16
169,Do I Make You Wanna,Billy Currington,1453779,8,2018,2,16,0.521,2015,0,0
170,A Million Dreams,Ziv Zaifman,1448886,8,2018,2,16,0.0998,2017,12,8
171,Despacito - Remix,Luis Fonsi,1446083,8,2018,2,16,0.816,2017,1,12
174,Bad and Boujee,Migos,1438701,8,2018,2,16,0.175,2017,0,0
175,All On Me,Devin Dawson,1425967,8,2018,2,16,0.635,2018,0,0
176,You Broke Up with Me,Walker Hayes,1420088,8,2018,2,16,0.874,2017,6,28
177,Issues,Julia Michaels,1412724,8,2018,2,16,0.455,2017,1,13
178,Never Enough,Loren Allred,1411918,8,2018,2,16,0.227,2017,12,20
179,Starboy,The Weeknd,1410867,8,2018,2,16,0.486,2016,0,0
180,Saint,Huncho Jack,1408490,8,2018,2,16,0.0798,2017,12,21
181,Something Just Like This,The Chainsmokers,1403241,8,2018,2,16,0.446,2017,2,22
182,Don't,Bryson Tiller,1401877,8,2018,2,16,0.189,2015,0,0
183,When It Rains It Pours,Luke Combs,1395872,8,2018,2,16,0.625,2017,6,19
184,Échame La Culpa,Luis Fonsi,1395636,8,2018,2,16,0.675,2017,11,17
185,Sensualidad,Bad Bunny,1391681,8,2018,2,16,0.676,2017,11,3
186,In Case You Didn't Know,Brett Young,1375887,8,2018,2,16,0.434,2017,1,9
187,PRBLMS,6LACK,1372575,8,2018,2,16,0.139,2016,0,0
188,20 Min,Lil Uzi Vert,1370882,8,2018,2,16,0.783,2017,8,25
189,Grinding All My Life,Nipsey Hussle,1370062,8,2018,2,16,0.246,2018,0,0
190,Criminal,Natti Natasha,1365247,8,2018,2,16,0.839,2017,8,18
191,Saved,Khalid,1362556,8,2018,2,16,0.553,2017,3,3
192,Get You,Daniel Caesar,1362520,8,2018,2,16,0.358,2017,0,0
193,wokeuplikethis*,Playboi Carti,1359922,8,2018,2,16,0.478,2017,4,7
194,'Till I Collapse,Eminem,1349993,8,2018,2,16,0.1,2002,0,0
195,Poles 1469,Trippie Redd,1345934,8,2018,2,16,0.217,2017,8,27
196,Exchange,Bryson Tiller,1343614,8,2018,2,16,0.276,2015,0,0
197,Losing Sleep,Chris Young,1341595,8,2018,2,16,0.634,2017,0,0
198,Best Part,H.E.R.,1339071,8,2018,2,16,0.413,2017,0,0
1,God's Plan,Drake,23327237,9,2018,2,23,0.357,2018,0,0
2,Psycho,Post Malone,22727218,9,2018,2,23,0.459,2018,0,0
3,All The Stars,Kendrick Lamar,12006752,9,2018,2,23,0.552,2018,1,4
4,Look Alive,BlocBoy JB,11672672,9,2018,2,23,0.595,2018,0,0
5,Stir Fry,Migos,8848208,9,2018,2,23,0.508,2018,12,20
6,Mine,Bazzi,8830008,9,2018,2,23,0.717,2018,0,0
7,Pray For Me,The Weeknd,8331820,9,2018,2,23,0.188,2018,0,0
8,The Middle,Zedd,7714406,9,2018,2,23,0.437,2018,0,0
9,King's Dead,Jay Rock,7601008,9,2018,2,23,0.376,2018,0,0
10,44 More,Logic,7353991,9,2018,2,23,0.219,2018,0,0
11,Love Lies,Khalid,7338268,9,2018,2,23,0.338,2018,0,0
12,rockstar,Post Malone,7022044,9,2018,2,23,0.129,2018,9,15
13,I Fall Apart,Post Malone,6910639,9,2018,2,23,0.291,2016,0,0
14,Ric Flair Drip,Offset,5679905,9,2018,2,23,0.333,2017,3,1
15,Narcos,Migos,5566814,9,2018,2,23,0.242,2018,0,0
16,Finesse - Remix; feat. Cardi B,Bruno Mars,5137374,9,2018,2,23,0.926,2017,1,4
17,FRIENDS,Marshmello,5108078,9,2018,2,23,0.534,2018,0,0
18,Meant to Be,Bebe Rexha,4998185,9,2018,2,23,0.579,2017,10,24
19,LOVE. FEAT. ZACARI.,Kendrick Lamar,4919733,9,2018,2,23,0.779,2017,10,2
20,The Ways,Khalid,4742437,9,2018,2,23,0.589,2018,0,0
21,X,ScHoolboy Q,4709599,9,2018,2,23,0.405,2018,0,0
22,Never Be the Same,Camila Cabello,4491122,9,2018,2,23,0.243,2018,12,7
23,Sky Walker,Miguel,4446735,9,2018,2,23,0.183,2017,8,25
24,Betrayed,Lil Xan,4444785,9,2018,2,23,0.241,2018,7,20
25,IDGAF,Dua Lipa,4376528,9,2018,2,23,0.51,2017,1,12
26,XO Tour Llif3,Lil Uzi Vert,4180381,9,2018,2,23,0.401,2017,2,26
27,PICK IT UP,Famous Dex,4116403,9,2018,2,23,0.287,2017,10,20
28,Candy Paint,Post Malone,4114865,9,2018,2,23,0.381,2018,10,20
29,Bartier Cardi,Cardi B,4104900,9,2018,2,23,0.109,2018,12,22
30,Nowadays,Lil Skies,4036634,9,2018,2,23,0.46,2017,12,17
31,Havana,Camila Cabello,4028719,9,2018,2,23,0.394,2018,9,8
32,Bounce Out With That,YBN Nahmir,4027694,9,2018,2,23,0.381,2018,0,0
33,No Limit,G-Eazy,4022281,9,2018,2,23,0.405,2017,9,8
34,Congratulations,Post Malone,3975393,9,2018,2,23,0.492,2016,0,0
37,New Freezer,Rich The Kid,3787819,9,2018,2,23,0.575,2018,9,26
38,Let Me Go,Hailee Steinfeld,3783795,9,2018,2,23,0.742,2017,9,8
39,BILLY,6ix9ine,3778407,9,2018,2,23,0.774,2018,0,0
40,Him & I,G-Eazy,3770773,9,2018,2,23,0.191,2017,11,30
41,These Days,Rudimental,3715819,9,2018,2,23,0.55,2018,0,0
42,HUMBLE.,Kendrick Lamar,3688497,9,2018,2,23,0.421,2017,3,30
43,Let You Down,NF,3647782,9,2018,2,23,0.464,2017,9,14
44,MotorSport,Migos,3608439,9,2018,2,23,0.188,2018,10,30
45,Bank Account,21 Savage,3591667,9,2018,2,23,0.376,2017,8,8
46,Young Dumb & Broke,Khalid,3545057,9,2018,2,23,0.394,2017,6,13
47,Plain Jane,A$AP Ferg,3543814,9,2018,2,23,0.52,2017,6,13
50,Walk It Talk It,Migos,3327747,9,2018,2,23,0.395,2018,0,0
51,KEKE,6ix9ine,3190989,9,2018,2,23,0.469,2018,0,0
52,River,Eminem,3122253,9,2018,2,23,0.659,2017,12,15
53,Want You Back,5 Seconds of Summer,3119205,9,2018,2,23,0.579,2018,0,0
54,Perfect,Ed Sheeran,3082216,9,2018,2,23,0.168,2017,9,26
55,Codeine Dreaming,Kodak Black,3080684,9,2018,2,23,0.574,2017,11,24
56,Big Shot,Kendrick Lamar,3077841,9,2018,2,23,0.284,2018,0,0
57,Capital Letters,Hailee Steinfeld,2980002,9,2018,2,23,0.459,2018,0,0
58,GUMMO,6ix9ine,2913041,9,2018,2,23,0.635,2018,9,24
59,Roll In Peace,Kodak Black,2896370,9,2018,2,23,0.363,2017,11,7
60,Location,Khalid,2863775,9,2018,2,23,0.326,2017,1,26
61,New Rules,Dua Lipa,2843673,9,2018,2,23,0.608,2017,7,15
62,Red Roses,Lil Skies,2842730,9,2018,2,23,0.456,2017,6,25
63,I Get the Bag,Gucci Mane,2821588,9,2018,2,23,0.425,2017,8,18
64,Amorfoda,Bad Bunny,2819106,9,2018,2,23,0.307,2018,0,0
65,1-800-273-8255,Logic,2804190,9,2018,2,23,0.357,2017,4,27
66,Wanted You,NAV,2770827,9,2018,2,23,0.623,2018,11,3
67,Jocelyn Flores,XXXTENTACION,2755594,9,2018,2,23,0.437,2017,10,31
68,goosebumps,Travis Scott,2721966,9,2018,2,23,0.442,2016,0,0
69,Sick Boy,The Chainsmokers,2655145,9,2018,2,23,0.454,2018,0,0
70,Thunder,Imagine Dragons,2652234,9,2018,2,23,0.288,2017,4,27
73,Bodak Yellow,Cardi B,2592193,9,2018,2,23,0.485,2018,6,16
76,Wolves,Selena Gomez,2504043,9,2018,2,23,0.306,2017,10,25
77,Go Flex,Post Malone,2500707,9,2018,2,23,0.127,2016,0,0
78,Rubbin off the Paint,YBN Nahmir,2496691,9,2018,2,23,0.56,2018,0,0
79,The Way Life Goes,Lil Uzi Vert,2487428,9,2018,2,23,0.756,2017,10,3
80,Rewrite The Stars,Zac Efron,2486731,9,2018,2,23,0.284,2017,7,20
81,Unforgettable,French Montana,2466798,9,2018,2,23,0.733,2017,4,7
82,Too Good At Goodbyes,Sam Smith,2457365,9,2018,2,23,0.476,2017,9,8
85,Plug Walk,Rich The Kid,2414671,9,2018,2,23,0.158,2018,0,0
86,Gucci Gang,Lil Pump,2367601,9,2018,2,23,0.699,2017,8,31
87,This Is Me,Keala Settle,2339808,9,2018,2,23,0.1,2017,12,8
92,Drowning,A Boogie Wit da Hoodie,2254977,9,2018,2,23,0.814,2017,3,10
93,Notice Me,Migos,2237700,9,2018,2,23,0.45,2018,0,0
94,Sorry Not Sorry,Demi Lovato,2231467,9,2018,2,23,0.887,2017,7,11
95,I Miss You,Clean Bandit,2204198,9,2018,2,23,0.369,2018,10,27
96,Bad At Love,Halsey,2168413,9,2018,2,23,0.612,2017,8,22
99,Redbone,Childish Gambino,2113510,9,2018,2,23,0.572,2016,0,0
100,Believer,Imagine Dragons,2097928,9,2018,2,23,0.666,2017,2,1
103,Sauce It Up,Lil Uzi Vert,2075908,9,2018,2,23,0.131,2017,8,25
104,Slippery,Migos,2071232,9,2018,2,23,0.741,2017,5,16
105,Beautiful,Bazzi,2060312,9,2018,2,23,0.178,2018,0,0
110,KOODA,6ix9ine,1946698,9,2018,2,23,0.201,2018,12,3
111,Marry Me,Thomas Rhett,1897180,9,2018,2,23,0.474,2017,11,20
112,What Lovers Do,Maroon 5,1874067,9,2018,2,23,0.419,2018,8,30
113,Losin Control,Russ,1867535,9,2018,2,23,0.209,2017,11,9
114,The Weekend - Funk Wav Remix,SZA,1837976,9,2018,2,23,0.667,2017,12,15
115,Passionfruit,Drake,1827732,9,2018,2,23,0.364,2017,3,28
116,Sober Up,AJR,1821527,9,2018,2,23,0.772,2017,0,0
119,Tell Me You Love Me,Demi Lovato,1812397,9,2018,2,23,0.26,2017,11,14
120,Outside Today,YoungBoy Never Broke Again,1810431,9,2018,2,23,0.0585,2018,0,0
121,Ice Tray,Quality Control,1797565,9,2018,2,23,0.222,2017,12,10
122,Heaven,Kane Brown,1776944,9,2018,2,23,0.521,2017,0,0
123,Body Like A Back Road,Sam Hunt,1768801,9,2018,2,23,0.661,2017,2,2
124,No Role Modelz,J. Cole,1732336,9,2018,2,23,0.463,2014,0,0
125,Mask Off,Future,1727741,9,2018,2,23,0.281,2017,4,18
126,Make Me Feel,Janelle Monáe,1716496,9,2018,2,23,0.697,2018,0,0
129,Relationship,Young Thug,1692066,9,2018,2,23,0.298,2017,6,16
130,Everybody Dies In Their Nightmares,XXXTENTACION,1691654,9,2018,2,23,0.689,2017,8,25
131,iSpy,KYLE,1682966,9,2018,2,23,0.677,2017,12,2
132,BBO,Migos,1676635,9,2018,2,23,0.471,2018,0,0
133,Bounce Back,Big Sean,1672333,9,2018,2,23,0.273,2017,10,31
134,It's A Vibe,2 Chainz,1672176,9,2018,2,23,0.525,2017,3,14
135,Rake It Up,Yo Gotti,1670767,9,2018,2,23,0.53,2017,6,1
136,I Like Me Better,Lauv,1664955,9,2018,2,23,0.419,2018,5,19
137,You Make It Easy,Jason Aldean,1644817,9,2018,2,23,0.406,2018,0,0
138,Crew,GoldLink,1644669,9,2018,2,23,0.445,2017,0,0
139,Yours,Russell Dickerson,1637570,9,2018,2,23,0.558,2017,7,23
140,One Dance,Drake,1633894,9,2018,2,23,0.37,2016,0,0
141,Ghostface Killers,21 Savage,1631228,9,2018,2,23,0.243,2017,10,31
144,Next To Me,Imagine Dragons,1600919,9,2018,2,23,0.384,2017,0,0
147,Lust,Lil Skies,1591911,9,2018,2,23,0.519,2017,0,0
148,That's What I Like,Bruno Mars,1581022,9,2018,2,23,0.86,2016,0,0
149,What Ifs,Kane Brown,1577555,9,2018,2,23,0.687,2016,0,0
150,No Option,Post Malone,1570573,9,2018,2,23,0.494,2016,0,0
151,Fake Love,Drake,1570119,9,2018,2,23,0.613,2017,10,29
156,Icon,Jaden,1522761,9,2018,2,23,0.49,2017,0,0
157,Strip That Down,Liam Payne,1518072,9,2018,2,23,0.542,2017,5,19
162,Tunnel Vision,Kodak Black,1503187,9,2018,2,23,0.231,2017,2,16
163,Tip Toe,Jason Derulo,1499473,9,2018,2,23,0.62,2017,11,10
164,Unforgettable,Thomas Rhett,1498158,9,2018,2,23,0.828,2017,4,7
165,Sensualidad,Bad Bunny,1498142,9,2018,2,23,0.676,2017,11,3
166,Attention,Charlie Puth,1496485,9,2018,2,23,0.797,2018,4,21
167,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1479788,9,2018,2,23,0.419,2017,6,20
168,Heartache On The Dance Floor,Jon Pardi,1477843,9,2018,2,23,0.618,2016,0,0
169,The Race,Tay-K,1477764,9,2018,2,23,0.352,2017,6,30
170,Die For You,The Weeknd,1472055,9,2018,2,23,0.51,2016,0,0
171,Tequila,Dan + Shay,1469556,9,2018,2,23,0.494,2018,0,0
172,Best Part,H.E.R.,1456213,9,2018,2,23,0.413,2017,0,0
173,Wait,Maroon 5,1445584,9,2018,2,23,0.452,2018,1,16
176,Written in the Sand,Old Dominion,1432981,9,2018,2,23,0.76,2017,0,0
177,Despacito - Remix,Luis Fonsi,1419697,9,2018,2,23,0.816,2017,1,12
178,End Game,Taylor Swift,1417096,9,2018,2,23,0.151,2017,11,14
179,Praying,Kesha,1416264,9,2018,2,23,0.319,2017,7,6
180,Saint,Huncho Jack,1415399,9,2018,2,23,0.0798,2017,12,21
181,Starboy,The Weeknd,1411403,9,2018,2,23,0.486,2016,0,0
182,Get You,Daniel Caesar,1410438,9,2018,2,23,0.358,2017,0,0
183,Issues,Julia Michaels,1407693,9,2018,2,23,0.455,2017,1,13
184,Bad and Boujee,Migos,1405693,9,2018,2,23,0.175,2017,0,0
185,When It Rains It Pours,Luke Combs,1402450,9,2018,2,23,0.625,2017,6,19
186,Criminal,Natti Natasha,1399968,9,2018,2,23,0.839,2017,8,18
187,PRBLMS,6LACK,1397482,9,2018,2,23,0.139,2016,0,0
188,Portland,Drake,1394376,9,2018,2,23,0.35,2017,5,16
189,Exchange,Bryson Tiller,1394167,9,2018,2,23,0.276,2015,0,0
190,Don't,Bryson Tiller,1393744,9,2018,2,23,0.189,2015,0,0
191,Saved,Khalid,1392985,9,2018,2,23,0.553,2017,3,3
192,wokeuplikethis*,Playboi Carti,1387524,9,2018,2,23,0.478,2017,4,7
193,Poles 1469,Trippie Redd,1384835,9,2018,2,23,0.217,2017,8,27
194,Perfect Duet,Ed Sheeran,1380985,9,2018,2,23,0.356,2017,12,1
195,The Greatest Show,Hugh Jackman,1379185,9,2018,2,23,0.4,2017,12,8
196,Pills & Automobiles,Chris Brown,1373780,9,2018,2,23,0.617,2017,8,4
197,Échame La Culpa,Luis Fonsi,1371352,9,2018,2,23,0.675,2017,11,17
198,Something Just Like This,The Chainsmokers,1356180,9,2018,2,23,0.446,2017,2,22
199,Deja Vu,Post Malone,1330283,9,2018,2,23,0.331,2016,0,0
200,Mi Gente,J Balvin,1314514,9,2018,2,23,0.469,2020,0,0
1,God's Plan,Drake,20829362,10,2018,3,2,0.357,2018,0,0
2,Psycho,Post Malone,16372667,10,2018,3,2,0.459,2018,0,0
3,Look Alive,BlocBoy JB,11287515,10,2018,3,2,0.595,2018,0,0
4,SAD!,XXXTENTACION,9968458,10,2018,3,2,0.473,2018,0,0
5,All The Stars,Kendrick Lamar,9885457,10,2018,3,2,0.552,2018,1,4
6,Stir Fry,Migos,8209517,10,2018,3,2,0.508,2018,12,20
7,Mine,Bazzi,8099854,10,2018,3,2,0.717,2018,0,0
8,The Middle,Zedd,7664089,10,2018,3,2,0.437,2018,0,0
9,Pray For Me,The Weeknd,7344979,10,2018,3,2,0.188,2018,0,0
10,King's Dead,Jay Rock,7319921,10,2018,3,2,0.376,2018,0,0
11,Love Lies,Khalid,6893523,10,2018,3,2,0.338,2018,0,0
12,rockstar,Post Malone,6577726,10,2018,3,2,0.129,2018,9,15
13,I Fall Apart,Post Malone,6527937,10,2018,3,2,0.291,2016,0,0
14,Ric Flair Drip,Offset,6473521,10,2018,3,2,0.333,2017,3,1
15,Everyday,Logic,5843412,10,2018,3,2,0.422,2018,0,0
16,Meant to Be,Bebe Rexha,5209637,10,2018,3,2,0.579,2017,10,24
17,FRIENDS,Marshmello,5158569,10,2018,3,2,0.534,2018,0,0
18,Narcos,Migos,4962760,10,2018,3,2,0.242,2018,0,0
19,changes,XXXTENTACION,4768170,10,2018,3,2,0.52,2018,0,0
20,44 More,Logic,4716223,10,2018,3,2,0.219,2018,0,0
21,Finesse - Remix; feat. Cardi B,Bruno Mars,4650522,10,2018,3,2,0.926,2017,1,4
22,Never Be the Same,Camila Cabello,4441176,10,2018,3,2,0.243,2018,12,7
23,LOVE. FEAT. ZACARI.,Kendrick Lamar,4416826,10,2018,3,2,0.779,2017,10,2
24,IDGAF,Dua Lipa,4189086,10,2018,3,2,0.51,2017,1,12
25,Sky Walker,Miguel,4166751,10,2018,3,2,0.183,2017,8,25
26,Betrayed,Lil Xan,4165842,10,2018,3,2,0.241,2018,7,20
29,XO Tour Llif3,Lil Uzi Vert,4092520,10,2018,3,2,0.401,2017,2,26
30,Bounce Out With That,YBN Nahmir,4017788,10,2018,3,2,0.381,2018,0,0
31,New Freezer,Rich The Kid,4007559,10,2018,3,2,0.575,2018,9,26
32,Nowadays,Lil Skies,3978896,10,2018,3,2,0.46,2017,12,17
33,Havana,Camila Cabello,3850559,10,2018,3,2,0.394,2018,9,8
34,Candy Paint,Post Malone,3847763,10,2018,3,2,0.381,2018,10,20
35,Powerglide,Rae Sremmurd,3777817,10,2018,3,2,0.584,2018,0,0
36,These Days,Rudimental,3777416,10,2018,3,2,0.55,2018,0,0
37,Congratulations,Post Malone,3761824,10,2018,3,2,0.492,2016,0,0
38,X,ScHoolboy Q,3718156,10,2018,3,2,0.405,2018,0,0
39,No Limit,G-Eazy,3563683,10,2018,3,2,0.405,2017,9,8
40,Let Me Go,Hailee Steinfeld,3535377,10,2018,3,2,0.742,2017,9,8
41,HUMBLE.,Kendrick Lamar,3518940,10,2018,3,2,0.421,2017,3,30
42,Let You Down,NF,3516213,10,2018,3,2,0.464,2017,9,14
43,Bank Account,21 Savage,3484844,10,2018,3,2,0.376,2017,8,8
44,Young Dumb & Broke,Khalid,3442599,10,2018,3,2,0.394,2017,6,13
45,Heaven,Julia Michaels,3438708,10,2018,3,2,0.245,2018,0,0
46,Plain Jane,A$AP Ferg,3423259,10,2018,3,2,0.52,2017,6,13
47,Him & I,G-Eazy,3411892,10,2018,3,2,0.191,2017,11,30
48,MotorSport,Migos,3392286,10,2018,3,2,0.188,2018,10,30
49,Bartier Cardi,Cardi B,3349297,10,2018,3,2,0.109,2018,12,22
50,Paramedic!,SOB X RBE,3269722,10,2018,3,2,0.471,2018,0,0
51,Jocelyn Flores,XXXTENTACION,3229466,10,2018,3,2,0.437,2017,10,31
52,Plug Walk,Rich The Kid,3087430,10,2018,3,2,0.158,2018,0,0
53,The Ways,Khalid,3074458,10,2018,3,2,0.589,2018,0,0
54,Walk It Talk It,Migos,3064428,10,2018,3,2,0.395,2018,0,0
55,Red Roses,Lil Skies,2992001,10,2018,3,2,0.456,2017,6,25
58,Codeine Dreaming,Kodak Black,2876883,10,2018,3,2,0.574,2017,11,24
59,Perfect,Ed Sheeran,2875936,10,2018,3,2,0.168,2017,9,26
60,Location,Khalid,2776486,10,2018,3,2,0.326,2017,1,26
