position,track_name,artist,streams,top_week,top_year,top_month,top_first_day,valence,release_year,release_month,release_day
136,Magnolia,Playboi Carti,1641226,10,2018,3,2,0.443,2017,4,14
137,Relationship,Young Thug,1615455,10,2018,3,2,0.298,2017,6,16
138,Bounce Back,Big Sean,1606185,10,2018,3,2,0.273,2017,10,31
139,One Dance,Drake,1600985,10,2018,3,2,0.37,2016,0,0
143,What Ifs,Kane Brown,1567815,10,2018,3,2,0.687,2016,0,0
146,Shooters,Tory Lanez,1549845,10,2018,3,2,0.117,2018,9,22
147,In Case You Didn't Know,Brett Young,1542243,10,2018,3,2,0.434,2017,1,9
148,Unforgettable,Thomas Rhett,1542199,10,2018,3,2,0.828,2017,4,7
149,That's What I Like,Bruno Mars,1529709,10,2018,3,2,0.86,2016,0,0
158,do re mi,blackbear,1483589,10,2018,3,2,0.17,2017,3,17
159,Yours,Russell Dickerson,1478730,10,2018,3,2,0.558,2017,7,23
160,Best Part,H.E.R.,1472075,10,2018,3,2,0.413,2017,8,25
161,Strip That Down,Liam Payne,1466387,10,2018,3,2,0.542,2017,5,19
162,The Race,Tay-K,1462329,10,2018,3,2,0.352,2017,6,30
164,Fake Love,Drake,1458759,10,2018,3,2,0.613,2017,10,29
165,Sensualidad,Bad Bunny,1449347,10,2018,3,2,0.676,2017,11,3
166,Tunnel Vision,Kodak Black,1446693,10,2018,3,2,0.231,2017,2,16
167,KOODA,6ix9ine,1446449,10,2018,3,2,0.201,2018,12,3
171,I Miss You,Clean Bandit,1433919,10,2018,3,2,0.369,2018,10,27
173,Get You,Daniel Caesar,1428569,10,2018,3,2,0.358,2017,10,21
174,Closer,The Chainsmokers,1421867,10,2018,3,2,0.661,2016,0,0
175,Transportin',Kodak Black,1419815,10,2018,3,2,0.257,2017,8,18
176,Exchange,Bryson Tiller,1412335,10,2018,3,2,0.276,2015,0,0
179,Singles You Up,Jordan Davis,1396858,10,2018,3,2,0.631,2018,6,6
180,Saved,Khalid,1396382,10,2018,3,2,0.553,2017,3,3
183,Issues,Julia Michaels,1387248,10,2018,3,2,0.455,2017,1,13
184,Don't,Bryson Tiller,1381394,10,2018,3,2,0.189,2015,0,0
187,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1365711,10,2018,3,2,0.419,2017,6,20
188,Starboy,The Weeknd,1363314,10,2018,3,2,0.486,2016,0,0
189,Bad and Boujee,Migos,1360565,10,2018,3,2,0.175,2017,10,28
190,PRBLMS,6LACK,1357323,10,2018,3,2,0.139,2016,0,0
191,Criminal,Natti Natasha,1357305,10,2018,3,2,0.839,2017,8,18
195,Praying,Kesha,1348763,10,2018,3,2,0.319,2017,7,6
196,Written in the Sand,Old Dominion,1344841,10,2018,3,2,0.76,2017,9,18
198,wokeuplikethis*,Playboi Carti,1341541,10,2018,3,2,0.478,2017,4,7
8,Stir Fry,Migos,7526294,11,2018,3,9,0.508,2018,12,20
10,Mine,Bazzi,7288140,11,2018,3,9,0.717,2018,10,12
15,I Fall Apart,Post Malone,6187465,11,2018,3,9,0.291,2016,0,0
16,Ric Flair Drip,Offset,6103619,11,2018,3,9,0.333,2017,3,1
17,rockstar,Post Malone,6057026,11,2018,3,9,0.129,2018,9,15
21,Meant to Be,Bebe Rexha,5104156,11,2018,3,9,0.579,2017,10,24
25,Never Be the Same,Camila Cabello,4866246,11,2018,3,9,0.243,2018,12,7
32,Narcos,Migos,4200689,11,2018,3,9,0.242,2018,7,24
35,New Freezer,Rich The Kid,3925665,11,2018,3,9,0.575,2018,9,26
36,XO Tour Llif3,Lil Uzi Vert,3855986,11,2018,3,9,0.401,2017,2,26
37,Betrayed,Lil Xan,3854491,11,2018,3,9,0.241,2018,7,20
38,Sky Walker,Miguel,3817076,11,2018,3,9,0.183,2017,8,25
40,PICK IT UP,Famous Dex,3731712,11,2018,3,9,0.287,2017,10,20
42,Havana,Camila Cabello,3692725,11,2018,3,9,0.394,2018,9,8
45,Candy Paint,Post Malone,3524503,11,2018,3,9,0.381,2018,10,20
46,Congratulations,Post Malone,3521549,11,2018,3,9,0.492,2016,0,0
48,HUMBLE.,Kendrick Lamar,3373449,11,2018,3,9,0.421,2017,3,30
50,Heaven,Julia Michaels,3292982,11,2018,3,9,0.245,2018,11,13
51,Red Roses,Lil Skies,3227692,11,2018,3,9,0.456,2017,6,25
52,Bank Account,21 Savage,3226576,11,2018,3,9,0.376,2017,8,8
53,Let You Down,NF,3192051,11,2018,3,9,0.464,2017,9,14
56,Plain Jane,A$AP Ferg,3136247,11,2018,3,9,0.52,2017,6,13
57,No Limit,G-Eazy,3092274,11,2018,3,9,0.405,2017,9,8
59,MotorSport,Migos,2988494,11,2018,3,9,0.188,2018,10,30
61,Jocelyn Flores,XXXTENTACION,2942973,11,2018,3,9,0.437,2017,10,31
62,Bartier Cardi,Cardi B,2900604,11,2018,3,9,0.109,2018,12,22
66,1-800-273-8255,Logic,2730455,11,2018,3,9,0.357,2017,4,27
67,Perfect,Ed Sheeran,2723931,11,2018,3,9,0.168,2017,9,26
68,New Rules,Dua Lipa,2686019,11,2018,3,9,0.608,2017,7,15
69,Roll In Peace,Kodak Black,2670102,11,2018,3,9,0.363,2017,11,7
70,Location,Khalid,2647846,11,2018,3,9,0.326,2017,1,26
71,Fuck Love,XXXTENTACION,2628067,11,2018,3,9,0.329,2017,1,23
73,Codeine Dreaming,Kodak Black,2591907,11,2018,3,9,0.574,2017,11,24
74,Beautiful,Bazzi,2581501,11,2018,3,9,0.178,2018,7,2
76,Him & I,G-Eazy,2570614,11,2018,3,9,0.191,2017,11,30
77,goosebumps,Travis Scott,2540841,11,2018,3,9,0.442,2016,0,0
80,I Get the Bag,Gucci Mane,2513849,11,2018,3,9,0.425,2017,8,18
83,Marry Me,Thomas Rhett,2468367,11,2018,3,9,0.474,2017,11,20
88,Bodak Yellow,Cardi B,2332932,11,2018,3,9,0.485,2018,6,16
89,Silence,Marshmello,2332925,11,2018,3,9,0.286,2017,8,11
90,Unforgettable,French Montana,2309216,11,2018,3,9,0.733,2017,4,7
91,Wolves,Selena Gomez,2288828,11,2018,3,9,0.306,2017,10,25
92,Dark Knight Dummo,Trippie Redd,2278808,11,2018,3,9,0.254,2018,12,6
98,The Way Life Goes,Lil Uzi Vert,2197525,11,2018,3,9,0.756,2017,10,3
103,Go Flex,Post Malone,2093259,11,2018,3,9,0.127,2016,0,0
104,Too Good At Goodbyes,Sam Smith,2087778,11,2018,3,9,0.476,2017,9,8
105,Drowning,A Boogie Wit da Hoodie,2082028,11,2018,3,9,0.814,2017,3,10
107,Wanted You,NAV,2053527,11,2018,3,9,0.623,2018,11,3
108,Rubbin off the Paint,YBN Nahmir,2036267,11,2018,3,9,0.56,2018,8,21
112,Redbone,Childish Gambino,2027373,11,2018,3,9,0.572,2016,0,0
113,X,Nicky Jam,2022362,11,2018,3,9,0.694,2019,2,25
114,Believer,Imagine Dragons,2018621,11,2018,3,9,0.666,2017,2,1
116,DNA.,Kendrick Lamar,2004993,11,2018,3,9,0.422,2017,4,14
