Position,Track Name,Artist,Streams,Week
39,Bank Account,21 Savage,3621821,8
40,Congratulations,Post Malone,3579352,8
41,New Freezer (feat. Kendrick Lamar),Rich The Kid,3514493,8
42,River (feat. Ed Sheeran),Eminem,3480160,8
43,Say Something (feat. Chris Stapleton),Justin Timberlake,3476344,8
44,Young Dumb & Broke,Khalid,3474671,8
45,Bounce Out With That,YBN Nahmir,3459220,8
46,Walk It Talk It,Migos,3419780,8
47,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,3356383,8
48,Perfect,Ed Sheeran,3337903,8
49,Codeine Dreaming (feat. Lil Wayne),Kodak Black,3313690,8
50,Sick Boy,The Chainsmokers,3223526,8
51,Capital Letters,Hailee Steinfeld,3109732,8
52,New Rules,Dua Lipa,2907855,8
53,Location,Khalid,2878599,8
54,I Get the Bag (feat. Migos),Gucci Mane,2868746,8
55,Black Panther,Kendrick Lamar,2862011,8
56,Bodak Yellow,Cardi B,2856631,8
57,Roll In Peace (feat. XXXTENTACION),Kodak Black,2850999,8
58,Heaven,Julia Michaels,2845693,8
59,Wanted You (feat. Lil Uzi Vert),NAV,2823597,8
60,1-800-273-8255,Logic,2812277,8
61,You Owe Me,The Chainsmokers,2790562,8
62,Opps (with Yugen Blakrok),Vince Staples,2786993,8
63,goosebumps,Travis Scott,2756139,8
64,Jocelyn Flores,XXXTENTACION,2731005,8
65,Red Roses (feat. Landon Cube),Lil Skies,2703538,8
66,Thunder,Imagine Dragons,2671681,8
67,Wolves,Selena Gomez,2671311,8
68,Rewrite The Stars,Zac Efron,2659681,8
69,Too Good At Goodbyes,Sam Smith,2588143,8
70,Unforgettable,French Montana,2584147,8
71,Silence,Marshmello,2579238,8
72,Fuck Love (feat. Trippie Redd),XXXTENTACION,2572778,8
73,BUTTERFLY EFFECT,Travis Scott,2562825,8
74,Gucci Gang,Lil Pump,2552085,8
75,I Am,Jorja Smith,2459238,8
76,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2455934,8
77,Rubbin off the Paint,YBN Nahmir,2424028,8
78,This Is Me,Keala Settle,2393943,8
79,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,2377196,8
80,DNA.,Kendrick Lamar,2331114,8
81,Sorry Not Sorry,Demi Lovato,2310171,8
82,Tell Me You Love Me,Demi Lovato,2278712,8
83,Bad At Love,Halsey,2258370,8
84,KEKE,6ix9ine,2241086,8
85,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2234923,8
86,Notice Me,Migos,2229096,8
87,Plug Walk,Rich The Kid,2194527,8
88,Moon River,Frank Ocean,2176881,8
89,I Miss You (feat. Julia Michaels),Clean Bandit,2174749,8
90,Dura,Daddy Yankee,2171575,8
91,Shape of You,Ed Sheeran,2148764,8
92,Cocky (feat. London On Da Track),A$AP Rocky,2146458,8
93,Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,2129158,8
94,Slippery (feat. Gucci Mane),Migos,2108185,8
95,Redbone,Childish Gambino,2095384,8
96,She Loves Control,Camila Cabello,2060709,8
97,Redemption (with Babes Wodumo),Zacari,2044933,8
98,Believer,Imagine Dragons,2040856,8
99,Go Flex,Post Malone,2039255,8
100,Amorfoda,Bad Bunny,2024604,8
101,Love Galore (feat. Travis Scott),SZA,1969383,8
102,Feel It Still,Portugal. The Man,1961512,8
103,GUMMO,6ix9ine,1957142,8
104,Diplomatic Immunity,Drake,1947043,8
105,What Lovers Do (feat. SZA),Maroon 5,1938101,8
106,BBO (Bad Bitches Only),Migos,1925111,8
107,Passionfruit,Drake,1919461,8
108,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,1890517,8
109,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1886745,8
110,Ice Tray,Quality Control,1856963,8
111,Marry Me,Thomas Rhett,1851617,8
112,The Weekend - Funk Wav Remix,SZA,1844048,8
113,Say You Won't Let Go,James Arthur,1826457,8
114,White Iverson,Post Malone,1803598,8
115,Wait (feat. A Boogie Wit da Hoodie),Maroon 5,1776207,8
116,Losin Control,Russ,1775919,8
117,Sauce It Up,Lil Uzi Vert,1771918,8
118,Body Like A Back Road,Sam Hunt,1768684,8
119,Mask Off,Future,1763744,8
120,Rake It Up (feat. Nicki Minaj),Yo Gotti,1745735,8
121,You Make It Easy,Jason Aldean,1738628,8
122,Bounce Back,Big Sean,1735311,8
123,It's A Vibe,2 Chainz,1699295,8
124,No Role Modelz,J. Cole,1695858,8
125,Magnolia,Playboi Carti,1692726,8
126,Heaven,Kane Brown,1688278,8
127,Everybody Dies In Their Nightmares,XXXTENTACION,1683933,8
128,I Like Me Better,Lauv,1683352,8
129,One Dance,Drake,1675061,8
130,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1673186,8
131,B.I.D,Tory Lanez,1660584,8
132,iSpy (feat. Lil Yachty),KYLE,1651126,8
133,That's What I Like,Bruno Mars,1643806,8
134,Ghostface Killers,21 Savage,1638944,8
135,Seasons (with Sjava & Reason),Mozzy,1630258,8
136,End Game,Taylor Swift,1625363,8
137,Relationship (feat. Future),Young Thug,1624480,8
138,Fake Love,Drake,1624196,8
139,How Long,Charlie Puth,1620380,8
140,Outside Today,YoungBoy Never Broke Again,1613842,8
141,Unforgettable,Thomas Rhett,1591462,8
142,Sober Up,AJR,1590382,8
143,Redemption Interlude,Zacari,1574156,8
144,Gang Gang,Migos,1563805,8
145,Strip That Down,Liam Payne,1562401,8
146,Attention,Charlie Puth,1561008,8
147,Yours,Russell Dickerson,1556485,8
148,What Ifs (feat. Lauren Alaina),Kane Brown,1549702,8
149,do re mi,blackbear,1545338,8
150,The Greatest Show,Hugh Jackman,1532678,8
151,Icon,Jaden,1527148,8
152,My My My!,Troye Sivan,1519720,8
153,Lust,Lil Skies,1517550,8
154,The Weekend,SZA,1514664,8
155,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1507573,8
156,PROUD,2 Chainz,1505470,8
157,Transportin',Kodak Black,1501891,8
158,Closer,The Chainsmokers,1498301,8
159,Love Scars,Trippie Redd,1497846,8
160,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1494398,8
161,Wait,Maroon 5,1492505,8
162,Tunnel Vision,Kodak Black,1483736,8
163,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1483437,8
164,Tip Toe (feat. French Montana),Jason Derulo,1476612,8
165,Praying,Kesha,1468212,8
166,The Race,Tay-K,1465642,8
167,Die For You,The Weeknd,1464968,8
168,Portland,Drake,1455240,8
169,Do I Make You Wanna,Billy Currington,1453779,8
170,A Million Dreams,Ziv Zaifman,1448886,8
171,Despacito - Remix,Luis Fonsi,1446083,8
172,Getting Over You,Lauv,1442910,8
173,Do Right,Glades,1442526,8
174,Bad and Boujee (feat. Lil Uzi Vert),Migos,1438701,8
175,All On Me,Devin Dawson,1425967,8
176,You Broke Up with Me,Walker Hayes,1420088,8
177,Issues,Julia Michaels,1412724,8
178,Never Enough,Loren Allred,1411918,8
179,Starboy,The Weeknd,1410867,8
180,Saint,Huncho Jack,1408490,8
181,Something Just Like This,The Chainsmokers,1403241,8
182,Don't,Bryson Tiller,1401877,8
183,When It Rains It Pours,Luke Combs,1395872,8
184,Échame La Culpa,Luis Fonsi,1395636,8
185,Sensualidad,Bad Bunny,1391681,8
186,In Case You Didn't Know,Brett Young,1375887,8
187,PRBLMS,6LACK,1372575,8
188,20 Min,Lil Uzi Vert,1370882,8
189,Grinding All My Life,Nipsey Hussle,1370062,8
190,Criminal,Natti Natasha,1365247,8
191,Saved,Khalid,1362556,8
192,Get You (feat. Kali Uchis),Daniel Caesar,1362520,8
193,wokeuplikethis*,Playboi Carti,1359922,8
194,'Till I Collapse,Eminem,1349993,8
195,Poles 1469,Trippie Redd,1345934,8
196,Exchange,Bryson Tiller,1343614,8
197,Losing Sleep,Chris Young,1341595,8
198,Best Part (feat. Daniel Caesar),H.E.R.,1339071,8
199,Designer,Lil Pump,1333268,8
200,KOODA,6ix9ine,1332497,8
1,God's Plan,Drake,23327237,9
2,Psycho (feat. Ty Dolla $ign),Post Malone,22727218,9
3,All The Stars (with SZA),Kendrick Lamar,12006752,9
4,Look Alive (feat. Drake),BlocBoy JB,11672672,9
5,Stir Fry,Migos,8848208,9
6,Mine,Bazzi,8830008,9
7,Pray For Me (with Kendrick Lamar),The Weeknd,8331820,9
8,The Middle,Zedd,7714406,9
9,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,7601008,9
10,44 More,Logic,7353991,9
11,Love Lies (with Normani),Khalid,7338268,9
12,rockstar,Post Malone,7022044,9
13,I Fall Apart,Post Malone,6910639,9
14,Ric Flair Drip (& Metro Boomin),Offset,5679905,9
15,Narcos,Migos,5566814,9
16,Finesse - Remix; feat. Cardi B,Bruno Mars,5137374,9
17,FRIENDS,Marshmello,5108078,9
18,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4998185,9
19,LOVE. FEAT. ZACARI.,Kendrick Lamar,4919733,9
20,The Ways (with Swae Lee),Khalid,4742437,9
21,X (with 2 Chainz & Saudi),ScHoolboy Q,4709599,9
22,Never Be the Same,Camila Cabello,4491122,9
23,Sky Walker (feat. Travis Scott),Miguel,4446735,9
24,Betrayed,Lil Xan,4444785,9
25,IDGAF,Dua Lipa,4376528,9
26,XO Tour Llif3,Lil Uzi Vert,4180381,9
27,PICK IT UP (feat. A$AP Rocky),Famous Dex,4116403,9
28,Candy Paint,Post Malone,4114865,9
29,Bartier Cardi (feat. 21 Savage),Cardi B,4104900,9
30,Nowadays (feat. Landon Cube),Lil Skies,4036634,9
31,Havana (feat. Young Thug),Camila Cabello,4028719,9
32,Bounce Out With That,YBN Nahmir,4027694,9
33,No Limit,G-Eazy,4022281,9
34,Congratulations,Post Malone,3975393,9
35,RONDO,6ix9ine,3924801,9
36,Paramedic!,SOB X RBE,3847952,9
37,New Freezer (feat. Kendrick Lamar),Rich The Kid,3787819,9
38,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,3783795,9
39,BILLY,6ix9ine,3778407,9
40,Him & I (with Halsey),G-Eazy,3770773,9
41,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,3715819,9
42,HUMBLE.,Kendrick Lamar,3688497,9
43,Let You Down,NF,3647782,9
44,MotorSport,Migos,3608439,9
45,Bank Account,21 Savage,3591667,9
46,Young Dumb & Broke,Khalid,3545057,9
47,Plain Jane,A$AP Ferg,3543814,9
48,Say Something (feat. Chris Stapleton),Justin Timberlake,3380170,9
49,Heaven,Julia Michaels,3353192,9
50,Walk It Talk It,Migos,3327747,9
51,KEKE,6ix9ine,3190989,9
52,River (feat. Ed Sheeran),Eminem,3122253,9
53,Want You Back,5 Seconds of Summer,3119205,9
54,Perfect,Ed Sheeran,3082216,9
55,Codeine Dreaming (feat. Lil Wayne),Kodak Black,3080684,9
56,Big Shot (with Travis Scott),Kendrick Lamar,3077841,9
57,Capital Letters,Hailee Steinfeld,2980002,9
58,GUMMO,6ix9ine,2913041,9
59,Roll In Peace (feat. XXXTENTACION),Kodak Black,2896370,9
60,Location,Khalid,2863775,9
61,New Rules,Dua Lipa,2843673,9
62,Red Roses (feat. Landon Cube),Lil Skies,2842730,9
63,I Get the Bag (feat. Migos),Gucci Mane,2821588,9
64,Amorfoda,Bad Bunny,2819106,9
65,1-800-273-8255,Logic,2804190,9
66,Wanted You (feat. Lil Uzi Vert),NAV,2770827,9
67,Jocelyn Flores,XXXTENTACION,2755594,9
68,goosebumps,Travis Scott,2721966,9
69,Sick Boy,The Chainsmokers,2655145,9
70,Thunder,Imagine Dragons,2652234,9
71,BUTTERFLY EFFECT,Travis Scott,2638596,9
72,Fuck Love (feat. Trippie Redd),XXXTENTACION,2600322,9
73,Bodak Yellow,Cardi B,2592193,9
74,You Owe Me,The Chainsmokers,2538600,9
75,Silence,Marshmello,2535054,9
76,Wolves,Selena Gomez,2504043,9
77,Go Flex,Post Malone,2500707,9
78,Rubbin off the Paint,YBN Nahmir,2496691,9
79,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2487428,9
80,Rewrite The Stars,Zac Efron,2486731,9
81,Unforgettable,French Montana,2466798,9
82,Too Good At Goodbyes,Sam Smith,2457365,9
83,She Loves Control,Camila Cabello,2455906,9
84,Dura,Daddy Yankee,2442222,9
85,Plug Walk,Rich The Kid,2414671,9
86,Gucci Gang,Lil Pump,2367601,9
87,This Is Me,Keala Settle,2339808,9
88,Cocky (feat. London On Da Track),A$AP Rocky,2318063,9
89,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,2308153,9
90,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,2295115,9
91,DNA.,Kendrick Lamar,2281530,9
92,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2254977,9
93,Notice Me,Migos,2237700,9
94,Sorry Not Sorry,Demi Lovato,2231467,9
95,I Miss You (feat. Julia Michaels),Clean Bandit,2204198,9
96,Bad At Love,Halsey,2168413,9
97,Opps (with Yugen Blakrok),Vince Staples,2140201,9
98,White Iverson,Post Malone,2137750,9
99,Redbone,Childish Gambino,2113510,9
100,Believer,Imagine Dragons,2097928,9
101,Love Galore (feat. Travis Scott),SZA,2088289,9
102,Shape of You,Ed Sheeran,2086607,9
103,Sauce It Up,Lil Uzi Vert,2075908,9
104,Slippery (feat. Gucci Mane),Migos,2071232,9
105,Beautiful,Bazzi,2060312,9
106,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,2026290,9
107,Wait (feat. A Boogie Wit da Hoodie),Maroon 5,2014201,9
108,Black Panther,Kendrick Lamar,2004870,9
109,Feel It Still,Portugal. The Man,1948642,9
110,KOODA,6ix9ine,1946698,9
111,Marry Me,Thomas Rhett,1897180,9
112,What Lovers Do (feat. SZA),Maroon 5,1874067,9
113,Losin Control,Russ,1867535,9
114,The Weekend - Funk Wav Remix,SZA,1837976,9
115,Passionfruit,Drake,1827732,9
116,Sober Up,AJR,1821527,9
117,I Am,Jorja Smith,1820428,9
118,Say You Won't Let Go,James Arthur,1818190,9
119,Tell Me You Love Me,Demi Lovato,1812397,9
120,Outside Today,YoungBoy Never Broke Again,1810431,9
121,Ice Tray,Quality Control,1797565,9
122,Heaven,Kane Brown,1776944,9
123,Body Like A Back Road,Sam Hunt,1768801,9
124,No Role Modelz,J. Cole,1732336,9
125,Mask Off,Future,1727741,9
126,Make Me Feel,Janelle Monáe,1716496,9
127,Getting Over You,Lauv,1699962,9
128,Magnolia,Playboi Carti,1698401,9
129,Relationship (feat. Future),Young Thug,1692066,9
130,Everybody Dies In Their Nightmares,XXXTENTACION,1691654,9
131,iSpy (feat. Lil Yachty),KYLE,1682966,9
132,BBO (Bad Bitches Only),Migos,1676635,9
133,Bounce Back,Big Sean,1672333,9
134,It's A Vibe,2 Chainz,1672176,9
135,Rake It Up (feat. Nicki Minaj),Yo Gotti,1670767,9
136,I Like Me Better,Lauv,1664955,9
137,You Make It Easy,Jason Aldean,1644817,9
138,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1644669,9
139,Yours,Russell Dickerson,1637570,9
140,One Dance,Drake,1633894,9
141,Ghostface Killers,21 Savage,1631228,9
142,Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,1607873,9
143,B.I.D,Tory Lanez,1605155,9
144,Next To Me,Imagine Dragons,1600919,9
145,Diplomatic Immunity,Drake,1593776,9
146,How Long,Charlie Puth,1593022,9
147,Lust,Lil Skies,1591911,9
148,That's What I Like,Bruno Mars,1581022,9
149,What Ifs (feat. Lauren Alaina),Kane Brown,1577555,9
150,No Option,Post Malone,1570573,9
151,Fake Love,Drake,1570119,9
152,The Weekend,SZA,1567445,9
153,do re mi,blackbear,1558295,9
154,Redemption (with Babes Wodumo),Zacari,1540813,9
155,Love Scars,Trippie Redd,1539264,9
156,Icon,Jaden,1522761,9
157,Strip That Down,Liam Payne,1518072,9
158,Gang Gang,Migos,1507615,9
159,Transportin',Kodak Black,1506629,9
160,PROUD,2 Chainz,1506503,9
161,In Case You Didn't Know,Brett Young,1505651,9
162,Tunnel Vision,Kodak Black,1503187,9
163,Tip Toe (feat. French Montana),Jason Derulo,1499473,9
164,Unforgettable,Thomas Rhett,1498158,9
165,Sensualidad,Bad Bunny,1498142,9
166,Attention,Charlie Puth,1496485,9
167,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1479788,9
168,Heartache On The Dance Floor,Jon Pardi,1477843,9
169,The Race,Tay-K,1477764,9
170,Die For You,The Weeknd,1472055,9
171,Tequila,Dan + Shay,1469556,9
172,Best Part (feat. Daniel Caesar),H.E.R.,1456213,9
173,Wait,Maroon 5,1445584,9
174,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1444604,9
175,Closer,The Chainsmokers,1440484,9
176,Written in the Sand,Old Dominion,1432981,9
177,Despacito - Remix,Luis Fonsi,1419697,9
178,End Game,Taylor Swift,1417096,9
179,Praying,Kesha,1416264,9
180,Saint,Huncho Jack,1415399,9
181,Starboy,The Weeknd,1411403,9
182,Get You (feat. Kali Uchis),Daniel Caesar,1410438,9
183,Issues,Julia Michaels,1407693,9
184,Bad and Boujee (feat. Lil Uzi Vert),Migos,1405693,9
185,When It Rains It Pours,Luke Combs,1402450,9
186,Criminal,Natti Natasha,1399968,9
187,PRBLMS,6LACK,1397482,9
188,Portland,Drake,1394376,9
189,Exchange,Bryson Tiller,1394167,9
190,Don't,Bryson Tiller,1393744,9
191,Saved,Khalid,1392985,9
192,wokeuplikethis*,Playboi Carti,1387524,9
193,Poles 1469,Trippie Redd,1384835,9
194,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1380985,9
195,The Greatest Show,Hugh Jackman,1379185,9
196,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,1373780,9
197,Échame La Culpa,Luis Fonsi,1371352,9
198,Something Just Like This,The Chainsmokers,1356180,9
199,Deja Vu,Post Malone,1330283,9
200,Mi Gente,J Balvin,1314514,9
1,God's Plan,Drake,20829362,10
2,Psycho (feat. Ty Dolla $ign),Post Malone,16372667,10
3,Look Alive (feat. Drake),BlocBoy JB,11287515,10
4,SAD!,XXXTENTACION,9968458,10
5,All The Stars (with SZA),Kendrick Lamar,9885457,10
6,Stir Fry,Migos,8209517,10
7,Mine,Bazzi,8099854,10
8,The Middle,Zedd,7664089,10
9,Pray For Me (with Kendrick Lamar),The Weeknd,7344979,10
10,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,7319921,10
11,Love Lies (with Normani),Khalid,6893523,10
12,rockstar,Post Malone,6577726,10
13,I Fall Apart,Post Malone,6527937,10
14,Ric Flair Drip (& Metro Boomin),Offset,6473521,10
15,Everyday,Logic,5843412,10
16,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,5209637,10
17,FRIENDS,Marshmello,5158569,10
18,Narcos,Migos,4962760,10
19,changes,XXXTENTACION,4768170,10
20,44 More,Logic,4716223,10
21,Finesse - Remix; feat. Cardi B,Bruno Mars,4650522,10
22,Never Be the Same,Camila Cabello,4441176,10
23,LOVE. FEAT. ZACARI.,Kendrick Lamar,4416826,10
24,IDGAF,Dua Lipa,4189086,10
25,Sky Walker (feat. Travis Scott),Miguel,4166751,10
26,Betrayed,Lil Xan,4165842,10
27,"Top Off (feat. JAY Z, Future & Beyoncé)",DJ Khaled,4151246,10
28,PICK IT UP (feat. A$AP Rocky),Famous Dex,4102787,10
29,XO Tour Llif3,Lil Uzi Vert,4092520,10
30,Bounce Out With That,YBN Nahmir,4017788,10
31,New Freezer (feat. Kendrick Lamar),Rich The Kid,4007559,10
32,Nowadays (feat. Landon Cube),Lil Skies,3978896,10
33,Havana (feat. Young Thug),Camila Cabello,3850559,10
34,Candy Paint,Post Malone,3847763,10
35,Powerglide (feat. Juicy J),Rae Sremmurd,3777817,10
36,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,3777416,10
37,Congratulations,Post Malone,3761824,10
38,X (with 2 Chainz & Saudi),ScHoolboy Q,3718156,10
39,No Limit,G-Eazy,3563683,10
40,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,3535377,10
41,HUMBLE.,Kendrick Lamar,3518940,10
42,Let You Down,NF,3516213,10
43,Bank Account,21 Savage,3484844,10
44,Young Dumb & Broke,Khalid,3442599,10
45,Heaven,Julia Michaels,3438708,10
46,Plain Jane,A$AP Ferg,3423259,10
47,Him & I (with Halsey),G-Eazy,3411892,10
48,MotorSport,Migos,3392286,10
49,Bartier Cardi (feat. 21 Savage),Cardi B,3349297,10
50,Paramedic!,SOB X RBE,3269722,10
51,Jocelyn Flores,XXXTENTACION,3229466,10
52,Plug Walk,Rich The Kid,3087430,10
53,The Ways (with Swae Lee),Khalid,3074458,10
54,Walk It Talk It,Migos,3064428,10
55,Red Roses (feat. Landon Cube),Lil Skies,2992001,10
56,Say Something (feat. Chris Stapleton),Justin Timberlake,2961673,10
57,Roll In Peace (feat. XXXTENTACION),Kodak Black,2885521,10
58,Codeine Dreaming (feat. Lil Wayne),Kodak Black,2876883,10
59,Perfect,Ed Sheeran,2875936,10
60,Location,Khalid,2776486,10
61,Fuck Love (feat. Trippie Redd),XXXTENTACION,2752058,10
62,New Rules,Dua Lipa,2750555,10
63,Capital Letters,Hailee Steinfeld,2744817,10
64,River (feat. Ed Sheeran),Eminem,2726563,10
65,1-800-273-8255,Logic,2723878,10
66,I Get the Bag (feat. Migos),Gucci Mane,2714597,10
67,goosebumps,Travis Scott,2649790,10
68,Thunder,Imagine Dragons,2598207,10
69,BUTTERFLY EFFECT,Travis Scott,2574662,10
70,You Owe Me,The Chainsmokers,2559512,10
71,Amorfoda,Bad Bunny,2524933,10
72,BILLY,6ix9ine,2524411,10
73,Dura,Daddy Yankee,2494889,10
74,Silence,Marshmello,2489053,10
75,Wolves,Selena Gomez,2456495,10
