Position,Track Name,Artist,Streams,URL,Week
108,IDGAF,Dua Lipa,1736543,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,0
109,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,1720559,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,0
110,It's A Vibe,2 Chainz,1714466,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,0
111,Sensualidad,Bad Bunny,1708987,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,0
112,Man's Not Hot,Big Shaq,1705319,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr,0
113,Dusk Till Dawn - Radio Edit,ZAYN,1696855,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,0
114,Transportin',Kodak Black,1695673,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn,0
115,Tunnel Vision,Kodak Black,1691559,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,0
116,do re mi,blackbear,1686621,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,0
117,Havana - Remix,Camila Cabello,1685665,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ,0
118,Something Just Like This,The Chainsmokers,1671423,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,0
119,...Ready For It?,Taylor Swift,1667020,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5,0
120,Never Enough,Loren Allred,1664205,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,0
121,There's Nothing Holdin' Me Back,Shawn Mendes,1654962,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,0
122,Marry Me,Thomas Rhett,1654596,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,0
123,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1650337,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,0
124,The Race,Tay-K,1647641,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE,0
125,Eye 2 Eye,Huncho Jack,1644847,https://open.spotify.com/track/4vwfOiyWxXeEdx4ejAJgdx,0
126,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1642657,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD,0
127,Everybody Dies In Their Nightmares,XXXTENTACION,1625249,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,0
128,Bring It Back (with Drake & Mike WiLL Made-It),Trouble,1617158,https://open.spotify.com/track/6wQlT5VQU5eM4NYBIJ6wO5,0
129,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1616704,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,0
130,A Million Dreams,Ziv Zaifman,1595062,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,0
131,Stay,Zedd,1587562,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,0
132,I Like Me Better,Lauv,1579044,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,0
133,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,1565875,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,0
134,Icon,Jaden,1563987,https://open.spotify.com/track/22nyEAEM29tcBRhukR089b,0
135,No Role Modelz,J. Cole,1551632,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,0
136,Corazón,Maluma,1551370,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,0
137,La Modelo,Ozuna,1541713,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH,0
138,Starboy,The Weeknd,1537914,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,0
139,T-Shirt,Migos,1537577,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,0
140,Slide (feat. Frank Ocean & Migos),Calvin Harris,1537262,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,0
141,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,1535080,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5,0
142,Tip Toe (feat. French Montana),Jason Derulo,1531691,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,0
143,wokeuplikethis*,Playboi Carti,1528463,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,0
144,Nowadays (feat. Landon Cube),Lil Skies,1522917,https://open.spotify.com/track/689uBlyIufk2LUhAwjny4w,0
145,Look At Me!,XXXTENTACION,1521448,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,0
146,The Other Side,Hugh Jackman,1520494,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,0
147,Slow Hands,Niall Horan,1504765,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J,0
148,Fake Love,Drake,1502167,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,0
149,The Weekend - Funk Wav Remix,SZA,1493110,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,0
150,Motorcycle Patches,Huncho Jack,1469931,https://open.spotify.com/track/7g7raxdQpiLZT7aOlib4S1,0
151,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,1466002,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm,0
152,Unforgettable,Thomas Rhett,1451303,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ,0
153,Caroline,Aminé,1419687,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx,0
154,KOODA,6ix9ine,1411427,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o,0
155,Issues,Julia Michaels,1403101,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,0
156,Love Scars,Trippie Redd,1401127,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z,0
157,Greatest Love Story,LANCO,1399646,https://open.spotify.com/track/0kdiUZDcLIFw0Buo9r0Q4z,0
158,beibs in the trap,Travis Scott,1397957,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8,0
159,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,1394575,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,0
160,Praying,Kesha,1387725,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA,0
161,Se Preparó,Ozuna,1371855,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,0
162,No Option,Post Malone,1368644,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI,0
163,In Case You Didn't Know,Brett Young,1360467,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw,0
164,It Ain't Me (with Selena Gomez),Kygo,1336557,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,0
165,Lemon,N.E.R.D,1336127,https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS,0
166,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1331849,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,0
167,PRBLMS,6LACK,1327614,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt,0
168,Don't,Bryson Tiller,1318533,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,0
169,First Day Out,Tee Grizzley,1312850,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z,0
170,Glorious (feat. Skylar Grey),Macklemore,1305795,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,0
171,Portland,Drake,1303926,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,0
172,20 Min,Lil Uzi Vert,1303133,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,0
173,Exchange,Bryson Tiller,1298390,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,0
174,Money Longer,Lil Uzi Vert,1297934,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,0
175,Most Girls,Hailee Steinfeld,1286093,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ,0
176,Huncho Jack,Huncho Jack,1284019,https://open.spotify.com/track/5vuiHi3QYbwcm1OKJOYnrf,0
177,X (feat. Future),21 Savage,1282085,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,0
178,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,1264882,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,0
179,Mayores,Becky G,1264291,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,0
180,Now Or Never,Halsey,1262378,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8,0
181,Die For You,The Weeknd,1258634,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,0
182,Myself,NAV,1257964,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN,0
183,Yours,Russell Dickerson,1254288,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF,0
184,Heartache On The Dance Floor,Jon Pardi,1252239,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD,0
185,Swang,Rae Sremmurd,1247887,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,0
186,Come Alive,Hugh Jackman,1243162,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g,0
187,When It Rains It Pours,Luke Combs,1235694,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,0
188,Saved,Khalid,1234404,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,0
189,Poles 1469,Trippie Redd,1234005,https://open.spotify.com/track/4fC5jw1TI59GH1emfN1wtk,0
190,Danger (with Migos & Marshmello),Migos,1224671,https://open.spotify.com/track/0nhVrTiCGiGRCoZOJiWzm1,0
191,pick up the phone,Young Thug,1224640,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,0
192,All Falls Down (feat. Juliander),Alan Walker,1221188,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb,0
193,Criminal,Natti Natasha,1215862,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,0
194,From The D To The A (feat. Lil Yachty),Tee Grizzley,1212380,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2,0
195,You Broke Up with Me,Walker Hayes,1208368,https://open.spotify.com/track/5jZF1nvKORdaHNjNNMRbFl,0
196,Galway Girl,Ed Sheeran,1202864,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,0
197,Red Roses (feat. Landon Cube),Lil Skies,1202786,https://open.spotify.com/track/5IKOXYnhzrLxqhlI0btiaa,0
198,What They Want,Russ,1197454,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv,0
199,Stargazing,Kygo,1197037,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,0
200,Ex Calling,6LACK,1196048,https://open.spotify.com/track/1MQ8ydvrTnn2QJgXFATJvD,0
1,rockstar,Post Malone,9855305,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,1
2,Finesse - Remix; feat. Cardi B,Bruno Mars,8504248,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,1
3,No Limit,G-Eazy,7685058,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,1
4,Bartier Cardi (feat. 21 Savage),Cardi B,7439471,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT,1
5,I Fall Apart,Post Malone,6971450,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,1
6,Ric Flair Drip (& Metro Boomin),Offset,6419256,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,1
7,All The Stars (with SZA),Kendrick Lamar,6406373,https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr,1
8,Him & I (with Halsey),G-Eazy,6239280,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,1
9,Havana,Camila Cabello,5860925,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,1
10,LOVE. FEAT. ZACARI.,Kendrick Lamar,5657847,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,1
11,Codeine Dreaming (feat. Lil Wayne),Kodak Black,5505158,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,1
12,Let You Down,NF,5215443,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,1
13,Candy Paint,Post Malone,5110437,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,1
14,Filthy,Justin Timberlake,5048103,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL,1
15,Gucci Gang,Lil Pump,4996794,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,1
16,River (feat. Ed Sheeran),Eminem,4875212,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,1
17,XO Tour Llif3,Lil Uzi Vert,4828478,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,1
18,PICK IT UP (feat. A$AP Rocky),Famous Dex,4680932,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,1
19,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4589237,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,1
20,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4497907,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,1
21,MotorSport,Migos,4457378,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q,1
22,Bank Account,21 Savage,4419534,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,1
23,Wolves,Selena Gomez,4409183,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,1
24,Too Good At Goodbyes,Sam Smith,4362005,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1
25,Plain Jane,A$AP Ferg,4361670,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,1
26,HUMBLE.,Kendrick Lamar,4306140,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,1
27,Sky Walker (feat. Travis Scott),Miguel,4290792,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,1
28,Perfect,Ed Sheeran,4268123,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,1
29,New Rules,Dua Lipa,4227667,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,1
30,Congratulations,Post Malone,4113995,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,1
31,Young Dumb & Broke,Khalid,4014104,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,1
32,Betrayed,Lil Xan,3929719,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,1
33,Silence,Marshmello,3884863,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,1
