,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
156,"Love Scars","Trippie Redd",1602475,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
157,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",1598583,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
158,Issues,"Julia Michaels",1597195,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0
159,T-Shirt,Migos,1589420,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
160,"The Race",Tay-K,1577979,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE
161,"Top Down On Da NAWF",Migos,1576434,https://open.spotify.com/track/3Jo2cNQKU6Je7LVClYyJH9
162,Yours,"Russell Dickerson",1562325,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
163,"Real Friends","Camila Cabello",1560329,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
164,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",1558062,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
165,Filthy,"Justin Timberlake",1551960,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL
166,"Dusk Till Dawn - Radio Edit",ZAYN,1549727,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
167,Saved,Khalid,1546829,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
168,"One Dance",Drake,1546361,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
169,"When It Rains It Pours","Luke Combs",1534034,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
170,PRBLMS,6LACK,1532444,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt
171,"Sucker for You","Matt Terry",1520803,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z
172,"Come Alive","Hugh Jackman",1511693,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g
173,"Mi Gente","J Balvin",1508737,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
174,Closer,"The Chainsmokers",1490649,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
175,Don't,"Bryson Tiller",1490232,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
176,wokeuplikethis*,"Playboi Carti",1471619,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
177,"From Now On","Hugh Jackman",1469442,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO
178,Portland,Drake,1463733,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
179,"Die For You","The Weeknd",1458519,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
180,"Something Just Like This","The Chainsmokers",1457943,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
181,Stay,Zedd,1454084,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
182,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)","Chris Brown",1452894,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5
183,Heaven,"Kane Brown",1451503,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
184,Exchange,"Bryson Tiller",1445329,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
185,KOODA,6ix9ine,1443810,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o
186,Starboy,"The Weeknd",1436624,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
187,"Written in the Sand","Old Dominion",1429796,https://open.spotify.com/track/2A69wys3S9uiPSmn6UZWJn
188,Lust,"Lil Skies",1417155,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
189,"20 Min","Lil Uzi Vert",1416423,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
190,"Look What You Made Me Do","Taylor Swift",1413100,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
191,"Money Longer","Lil Uzi Vert",1412908,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
192,Anywhere,"Rita Ora",1409977,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
193,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",1400576,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
194,"'Till I Collapse",Eminem,1396788,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
195,"Look At Me!",XXXTENTACION,1395612,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
196,"In Case You Didn't Know","Brett Young",1393949,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw
197,"X (feat. Future)","21 Savage",1393093,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
198,"Poles 1469","Trippie Redd",1390878,https://open.spotify.com/track/4fC5jw1TI59GH1emfN1wtk
199,"La Modelo",Ozuna,1388026,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH
200,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",1387333,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
