,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
65,REMEDY,Alesso,2834196,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
66,"WORKIN ME",Quavo,2827641,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
67,"Love Lies (with Normani)",Khalid,2785167,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
68,"Not Alike (feat. Royce Da 5'9)",Eminem,2755646,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
69,"lovely (with Khalid)","Billie Eilish",2703527,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
70,"High Hopes","Panic! At The Disco",2681377,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
71,Fall,Eminem,2646470,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
72,"XO Tour Llif3","Lil Uzi Vert",2631858,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
73,"Ric Flair Drip (& Metro Boomin)",Offset,2621349,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
74,Hope,XXXTENTACION,2519947,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
75,"Te Boté - Remix","Nio Garcia",2517832,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
76,"Sin (feat. Jaden Smith)","Young Thug",2505918,https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx
77,BEBE,6ix9ine,2498599,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
78,OTW,Khalid,2469971,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
79,Lust,"Lil Skies",2459863,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
80,"Plug Walk","Rich The Kid",2435863,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
81,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",2413128,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
82,"Jackie Chan",Tiësto,2410273,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
83,"Look At Me!",XXXTENTACION,2397430,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
84,"Magic In The Hamptons (feat. Lil Yachty)","Social House",2382775,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
85,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,2353283,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
86,September,"Earth, Wind & Fire",2323947,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ
87,"I Like Me Better",Lauv,2305779,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
88,"Mob Ties",Drake,2258426,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
89,Greatest,Eminem,2238065,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
90,"I'm Upset",Drake,2237040,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
91,"In My Mind",Dynoro,2211247,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
92,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2206908,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
93,Legends,"Juice WRLD",2205428,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
94,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",2147171,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
95,"Ball For Me (feat. Nicki Minaj)","Post Malone",2109898,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
96,Mine,Bazzi,2108825,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
97,Congratulations,"Post Malone",2099590,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
98,"Shake It Up","Trippie Redd",2079080,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
99,JAPAN,"Famous Dex",2074875,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
100,HUMBLE.,"Kendrick Lamar",2069456,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
101,"Boo'd Up","Ella Mai",2053924,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
102,"Young Dumb & Broke",Khalid,2047107,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
103,"Nowadays (feat. Landon Cube)","Lil Skies",2046753,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
104,"Candy Paint","Post Malone",2046675,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
105,"I'm a Mess","Bebe Rexha",2042601,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
106,"BUTTERFLY EFFECT","Travis Scott",2042445,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
107,"Venom - Music From The Motion Picture",Eminem,2041280,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
108,Kamikaze,Eminem,2041103,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
109,"Happy Now",Zedd,2038972,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
110,"Chanel (Go Get It) [feat. Gunna & Lil Baby]","Young Thug",2035350,https://open.spotify.com/track/0kCBorRrKZkSztd9m0QI3r
111,"Vaina Loca",Ozuna,2033082,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
112,"Walk It Talk It",Migos,1995517,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
113,"8 Letters","Why Don't We",1988626,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
114,Simple,"Florida Georgia Line",1977355,https://open.spotify.com/track/1co0puPTYvqAdUEjFOjne9
115,goosebumps,"Travis Scott",1970687,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
116,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1969347,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
117,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,1961867,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
118,SWISH,Tyga,1935735,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
119,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)","Famous Dex",1935454,https://open.spotify.com/track/0n22yqkitWec0PV6tibWEO
120,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",1934151,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
121,"Nephew (feat. Lil Pump)",Smokepurpp,1931058,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
122,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",1927988,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
123,"Murder On My Mind","YNW Melly",1917144,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
124,"NEW ORLEANS",BROCKHAMPTON,1911615,https://open.spotify.com/track/5kkxyqYSQrnHpfsmkjKi81
125,"Red Roses (feat. Landon Cube)","Lil Skies",1904522,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
126,"Call Out My Name","The Weeknd",1894989,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
127,"The Middle",Zedd,1892982,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
128,"Body (feat. brando)","Loud Luxury",1880868,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
129,"Bounce Out With That","YBN Nahmir",1878852,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt
130,J'OUVERT,BROCKHAMPTON,1878216,https://open.spotify.com/track/3djWN7th03XZtmF5s3C1Lv
131,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",1851529,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
132,Location,Khalid,1842187,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
133,"Beautiful Crazy","Luke Combs",1839588,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
134,"No Rest","Lil Skies",1829597,https://open.spotify.com/track/0chpIFSjgfd1CPrAxM7PWp
135,"All Mine","Kanye West",1817438,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
136,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",1802188,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
137,"Feels Like Summer","Childish Gambino",1798853,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
138,"You Say","Lauren Daigle",1794410,https://open.spotify.com/track/3ngc7rGlfeFaskU90EWl4R
139,Heaven,"Kane Brown",1787164,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
140,Narcos,Migos,1776992,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
141,Thunder,"Imagine Dragons",1765689,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
142,"CAN'T SAY","Travis Scott",1763511,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
143,Tequila,"Dan + Shay",1742435,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
144,"Stir Fry",Migos,1739938,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
145,"Pretty Little Fears (feat. J. Cole)",6LACK,1736519,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
146,"Life Goes On","Lil Baby",1731549,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
147,Believer,"Imagine Dragons",1714220,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
148,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1708267,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
149,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",1686203,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
150,Betrayed,"Lil Xan",1682594,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
151,"Let You Down",NF,1669625,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
152,"Bank Account","21 Savage",1661016,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
153,"Don’t Matter To Me (with Michael Jackson)",Drake,1653765,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
154,"Champion (feat. Travis Scott)",NAV,1650469,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
155,"All The Stars (with SZA)","Kendrick Lamar",1643894,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
156,1-800-273-8255,Logic,1641560,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
157,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",1638503,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
158,"High (feat. Elton John)","Young Thug",1634285,https://open.spotify.com/track/7iMDaY1LnASwCk2uUpMtii
159,idontwannabeyouanymore,"Billie Eilish",1626827,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH
160,"The Flute Song",Russ,1621267,https://open.spotify.com/track/6pGuOWYOFDcSgmVvFWRWSv
161,"Havana (feat. Young Thug)","Camila Cabello",1613401,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
162,broken,lovelytheband,1609665,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX
163,"Ring (feat. Kehlani)","Cardi B",1602045,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA
164,"Black & White","Juice WRLD",1599745,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
165,"Best Part (feat. Daniel Caesar)",H.E.R.,1595641,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
166,"WAKE UP","Travis Scott",1589784,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
167,Perfect,"Ed Sheeran",1586533,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
168,"Creep On Me",GASHI,1584128,https://open.spotify.com/track/1MUL6DO2gVimj2YrVedubd
169,Stay,"Post Malone",1583846,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
170,NUMB,XXXTENTACION,1583348,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
171,"This Is America","Childish Gambino",1581090,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
172,"Plain Jane","A$AP Ferg",1569610,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
173,Africa,TOTO,1569583,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
174,Silence,Marshmello,1554995,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
175,"Bodak Yellow","Cardi B",1554580,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
176,"Creeping (feat. Rich the Kid)","Lil Skies",1550606,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
177,Speechless,"Dan + Shay",1540832,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
178,"Playinwitme (feat. Kehlani)",KYLE,1540779,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
179,sweetener,"Ariana Grande",1539966,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH
180,"LOVE. FEAT. ZACARI.","Kendrick Lamar",1534619,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
181,Normal,Eminem,1521349,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
182,"No Role Modelz","J. Cole",1521132,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
183,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",1512907,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
184,"Backin' It Up (feat. Cardi B)","Pardison Fontaine",1509511,https://open.spotify.com/track/0PpfPNtQOOvbMNVJijTQj0
185,"No Limit",G-Eazy,1506492,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
186,Unforgettable,"French Montana",1496657,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
187,"ocean eyes","Billie Eilish",1492626,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
188,"Freaky Friday (feat. Chris Brown)","Lil Dicky",1490522,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
189,"Dark Knight Dummo","Trippie Redd",1489401,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1
190,Ladders,"Mac Miller",1485483,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI
191,FRIENDS,Marshmello,1479401,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
192,"One Kiss (with Dua Lipa)","Calvin Harris",1468556,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
193,"You Make It Easy","Jason Aldean",1464162,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
194,Lie,NF,1443778,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc
195,"Ocean (feat. Khalid)","Martin Garrix",1442999,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
196,"I Don't Wanna Do This Anymore",XXXTENTACION,1442148,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
197,KOD,"J. Cole",1439724,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
198,"Say You Won't Let Go","James Arthur",1438406,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
199,"THUG LIFE",BROCKHAMPTON,1436361,https://open.spotify.com/track/2c09gumRCmu3qmbcqdQbUN
200,"Rich & Sad","Post Malone",1428492,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
