,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
19,"Ric Flair Drip (& Metro Boomin)",Offset,5919966,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
20,"Stir Fry",Migos,5436276,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
21,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",5304110,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
22,"Powerglide (feat. Juicy J)","Rae Sremmurd",5229468,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
23,Delicate,"Taylor Swift",5225698,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
24,rockstar,"Post Malone",5210356,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
25,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",5088450,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
26,"I Fall Apart","Post Malone",4814121,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
27,"In My Blood","Shawn Mendes",4687732,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
28,"Pray For Me (with Kendrick Lamar)","The Weeknd",4648403,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
29,FRIENDS,Marshmello,4607325,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
30,JAPAN,"Famous Dex",4540556,https://open.spotify.com/track/4lTiuD1DwBKo4L7wqMkD7C
31,"Be Careful","Cardi B",4224902,https://open.spotify.com/track/6J3YPOejivwLSjM2dru5Ad
32,"Lemon (feat. Drake) - Drake Remix",N.E.R.D,4183386,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
33,changes,XXXTENTACION,4144397,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
34,Everyday,Logic,4035627,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
35,"Never Be the Same","Camila Cabello",3990529,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
36,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",3767608,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
37,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",3734138,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
38,"XO Tour Llif3","Lil Uzi Vert",3537372,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
39,"Nowadays (feat. Landon Cube)","Lil Skies",3504543,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
40,X,"Nicky Jam",3443592,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
41,"Bounce Out With That","YBN Nahmir",3370046,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq
42,"Lost In Japan","Shawn Mendes",3358054,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
43,"Red Roses (feat. Landon Cube)","Lil Skies",3332951,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
44,IDGAF,"Dua Lipa",3328255,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
45,"Jocelyn Flores",XXXTENTACION,3227736,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
46,"Bad Company (feat. BlocBoy JB)","A$AP Rocky",3152242,https://open.spotify.com/track/3ZYwSDF9knZI0RVlKR4PHC
47,"Candy Paint","Post Malone",3131705,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
48,Congratulations,"Post Malone",3122192,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
49,"Havana (feat. Young Thug)","Camila Cabello",3113761,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
50,"44 More",Logic,3015876,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
51,Narcos,Migos,3015755,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
52,Nevermind,"Dennis Lloyd",2977427,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
53,HUMBLE.,"Kendrick Lamar",2955045,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
54,"Finesse - Remix; feat. Cardi B","Bruno Mars",2905517,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
55,OKRA,"Tyler, The Creator",2847391,https://open.spotify.com/track/74ZovzRxHBvCq5yIwe8boh
56,"LOVE. FEAT. ZACARI.","Kendrick Lamar",2818879,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
57,"Bank Account","21 Savage",2818804,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
58,Betrayed,"Lil Xan",2795070,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
59,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,2748271,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
60,"Young Dumb & Broke",Khalid,2722277,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
61,"Pineapple (feat. Gucci Mane & Quavo)","Ty Dolla $ign",2721303,https://open.spotify.com/track/0TFVOjSvPTjFHkiZZekK5k
62,66,"Lil Yachty",2704214,https://open.spotify.com/track/6tarvNiKnEjYMj1VZhlDqR
63,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2690849,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
64,"Sky Walker (feat. Travis Scott)",Miguel,2641701,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
65,"Plain Jane","A$AP Ferg",2615151,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
66,Tequila,"Dan + Shay",2602702,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
67,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2600836,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
68,"No Limit",G-Eazy,2586147,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
69,Beautiful,Bazzi,2554303,https://open.spotify.com/track/1OilOIju6R9ia8vilNjChh
70,"Let You Down",NF,2537447,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
71,Heaven,"Kane Brown",2534934,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
72,"Like I Do","David Guetta",2498105,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
73,MotorSport,Migos,2496355,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
74,"End Of Discussion (feat. Lil Wayne)","Rich The Kid",2490491,https://open.spotify.com/track/0qFX9pVJQB4lBMxRoFXqGr
75,"Marry Me","Thomas Rhett",2468942,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
76,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",2448490,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
77,goosebumps,"Travis Scott",2445801,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
78,"Remind Me to Forget",Kygo,2429831,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
79,Location,Khalid,2422775,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
80,1-800-273-8255,Logic,2408000,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
81,"Say Something (feat. Chris Stapleton)","Justin Timberlake",2403566,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
82,"Bartier Cardi (feat. 21 Savage)","Cardi B",2390691,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
83,1950,"King Princess",2375206,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
84,"New Rules","Dua Lipa",2360707,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
85,"going down!",XXXTENTACION,2346159,https://open.spotify.com/track/7CkbRn6S0itJqcqn88AtSV
86,"BUTTERFLY EFFECT","Travis Scott",2331482,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
87,Perfect,"Ed Sheeran",2320928,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
88,"You Make It Easy","Jason Aldean",2314196,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
89,Unforgettable,"French Montana",2271517,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
90,"I Get the Bag (feat. Migos)","Gucci Mane",2265230,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
91,Thunder,"Imagine Dragons",2223542,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
92,"X (with 2 Chainz & Saudi)","ScHoolboy Q",2200286,https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
93,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",2175625,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
94,"Too Gone (feat. Khalid)","Rich The Kid",2101712,https://open.spotify.com/track/4j30n3zuJQJ5qGA6rSTaST
95,Hope,XXXTENTACION,2086690,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
96,"Everybody Dies In Their Nightmares",XXXTENTACION,2082336,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
97,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",2068623,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
98,"Outside Today","YoungBoy Never Broke Again",2049328,https://open.spotify.com/track/5Qx9hngUBr30JFrNua7yp4
99,NUMB,XXXTENTACION,2019350,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
100,"Bodak Yellow","Cardi B",2016123,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
101,Silence,Marshmello,2005114,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
102,Paramedic!,"SOB X RBE",1993782,https://open.spotify.com/track/2tPcTFiQF9MbVUyjZ3zDhA
103,"Mad Love","Sean Paul",1992674,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
104,Wolves,"Selena Gomez",1963344,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
105,"Sorry Not Sorry","Demi Lovato",1961744,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
106,"Wanted You (feat. Lil Uzi Vert)",NAV,1948090,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
107,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",1937681,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
108,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",1925564,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
109,"123 (with Murda Beatz)",Smokepurpp,1913859,https://open.spotify.com/track/2xCzUIQwX5Y3wEFJnHoc3J
110,"Rubbin off the Paint","YBN Nahmir",1902568,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
111,Believer,"Imagine Dragons",1898617,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
112,BILLY,6ix9ine,1870179,https://open.spotify.com/track/7bRRHQelMfrP86QYQlCsAq
113,"Him & I (with Halsey)",G-Eazy,1861850,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
114,"Everybody Hates Me","The Chainsmokers",1856213,https://open.spotify.com/track/3pIigjAWkzwAonXpJ1fmSF
115,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",XXXTENTACION,1855724,https://open.spotify.com/track/14boA065HMHWvqyPPEeN4y
116,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",1855096,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
117,"Go Flex","Post Malone",1841656,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
118,Heaven,"Julia Michaels",1835921,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
119,"No Question (feat Future)","Rich The Kid",1834824,https://open.spotify.com/track/0ITqOOwNtw5DP2GLYAlTQx
120,"Shape of You","Ed Sheeran",1821963,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
121,"Say Amen (Saturday Night)","Panic! At The Disco",1814504,https://open.spotify.com/track/4qSsjDGXplb6422X2INvFW
122,Redbone,"Childish Gambino",1806498,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
123,"Love Galore (feat. Travis Scott)",SZA,1783994,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
124,"Sober Up",AJR,1772402,https://open.spotify.com/track/5537GkcZu99NDs1gH9iCOY
125,"Too Good At Goodbyes","Sam Smith",1768470,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
126,"Early Morning Trappin (feat. Trippie Redd)","Rich The Kid",1762640,https://open.spotify.com/track/3uQVotHaLudJ5C0OJ0iEZ9
127,Dura,"Daddy Yankee",1727986,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
128,"Sauce It Up","Lil Uzi Vert",1726615,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
129,"Body Like A Back Road","Sam Hunt",1718473,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
130,DNA.,"Kendrick Lamar",1707486,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
131,"Lost It (feat. Quavo & Offset)","Rich The Kid",1705379,https://open.spotify.com/track/0P1O6JO2i19etVxXqgPHpa
132,Midnight,Logic,1705236,https://open.spotify.com/track/1GtVGc1UYin3zpMUdNSSpM
133,"Gucci Gang","Lil Pump",1666928,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
134,"Losin Control",Russ,1664961,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
135,"White Iverson","Post Malone",1663490,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
136,GUMMO,6ix9ine,1654020,https://open.spotify.com/track/0VtxQUpwnkeedz0QhhuOgA
137,Passionfruit,Drake,1649027,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
138,"I Like Me Better",Lauv,1647382,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
139,"Rover 2.0","BlocBoy JB",1647048,https://open.spotify.com/track/7sB2rmolvEt77KFPCraSNc
140,"Bad At Love",Halsey,1646739,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
141,Starboy,"The Weeknd",1633620,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
142,"Slippery (feat. Gucci Mane)",Migos,1632513,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
143,"infinity (888) - feat. Joey Bada$$",XXXTENTACION,1626852,https://open.spotify.com/track/7J2gyNghNTzl4EsLhXp01Q
144,"The Ways (with Swae Lee)",Khalid,1617238,https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN
145,"Playinwitme (feat. Kehlani)",KYLE,1608615,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
146,"Singles You Up","Jordan Davis",1606155,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
147,"Aries (YuGo) (feat. Pharrell & Station Wagon P)","Mike WiLL Made-It",1596081,https://open.spotify.com/track/59LUh4amaXhgrWh6mWKbCn
148,"$$$ - with Matt Ox",XXXTENTACION,1588680,https://open.spotify.com/track/65u1dHQyQyE4y4aN2eDmMF
149,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",1584337,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
150,"One Number Away","Luke Combs",1581999,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
151,"Say You Won't Let Go","James Arthur",1579038,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
152,Amorfoda,"Bad Bunny",1576073,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
153,"Feel It Still","Portugal. The Man",1569138,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
154,"When It Rains It Pours","Luke Combs",1553801,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
155,Contra,Logic,1537916,https://open.spotify.com/track/7u90MSvVyEjL0c8icaE7jl
156,"No Role Modelz","J. Cole",1525767,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
157,"Tell Me You Love Me","Demi Lovato",1524772,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
158,KEKE,6ix9ine,1516096,https://open.spotify.com/track/7q1ikCoQLytPP5TTzDy7JK
159,"Big Shot (with Travis Scott)","Kendrick Lamar",1515360,https://open.spotify.com/track/5cXg9IQS34FzLVdHhp7hu7
160,"It's A Vibe","2 Chainz",1505118,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
161,Wait,"Maroon 5",1503611,https://open.spotify.com/track/4lUnFLtn8w3W76FiYDRzmO
162,"Top Off (feat. JAY Z, Future & Beyoncé)","DJ Khaled",1488525,https://open.spotify.com/track/1W6wxOOYyJyyok8fqYSZ3m
163,Flames,"David Guetta",1487810,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
164,"What Ifs (feat. Lauren Alaina)","Kane Brown",1485636,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
165,"River (feat. Ed Sheeran)",Eminem,1481644,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
166,"iSpy (feat. Lil Yachty)",KYLE,1478100,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
167,"One Dance",Drake,1475152,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
168,Unforgettable,"Thomas Rhett",1471918,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
169,"Mask Off",Future,1470446,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
170,"Chasing Fire",Lauv,1461206,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
171,"Rewrite The Stars","Zac Efron",1438705,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
172,"Best Part (feat. Daniel Caesar)",H.E.R.,1437696,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
173,"Written in the Sand","Old Dominion",1435280,https://open.spotify.com/track/2A69wys3S9uiPSmn6UZWJn
174,"Relationship (feat. Future)","Young Thug",1432163,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
175,"Bounce Back","Big Sean",1423550,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
176,"Rake It Up (feat. Nicki Minaj)","Yo Gotti",1421874,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
177,Magnolia,"Playboi Carti",1417988,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
178,"Capital Letters","Hailee Steinfeld",1417131,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
179,Lust,"Lil Skies",1403163,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
180,"Whatever It Takes","Imagine Dragons",1399807,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
181,Overnight,Logic,1399677,https://open.spotify.com/track/3s3VVLE1kB7Xk2AoJKlGmr
182,"Home With You","Madison Beer",1395666,https://open.spotify.com/track/11GGSyTB8cS9TgONHBOhEX
183,"That's What I Like","Bruno Mars",1394365,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
184,"This Is Me","Keala Settle",1385734,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
185,Hurricane,"Luke Combs",1375287,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
186,"Die For You","The Weeknd",1372709,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
187,"Get You (feat. Kali Uchis)","Daniel Caesar",1371831,https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ
188,"What Lovers Do (feat. SZA)","Maroon 5",1367864,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
189,"All On Me","Devin Dawson",1365765,https://open.spotify.com/track/2mfahQ0EaaZWq4cFNg6A1o
190,Africa,TOTO,1358389,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
191,"Crew (feat. Brent Faiyaz & Shy Glizzy)",GoldLink,1354021,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg
192,Closer,"The Chainsmokers",1349183,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
193,"Love Scars","Trippie Redd",1343463,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
194,Saved,Khalid,1333762,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
195,Yours,"Russell Dickerson",1333664,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
196,"The Race",Tay-K,1332523,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE
197,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",1329937,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
198,"Me Niego (feat. Ozuna & Wisin)",Reik,1321471,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
199,Don't,"Bryson Tiller",1319298,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
200,"Small Town Boy","Dustin Lynch",1316738,https://open.spotify.com/track/2YMhrXQYKkm4kXLcXKKd5z
